inv_no,billed_on,zimmer_cust_no,customer,sku_id,description,cat_name,customer_po,qty,price,net_sales_amount,commission_rate,Commission Total,Year,Month
683180,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,-1,435,-435,19,-83,2022,10
683180,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-500,TRITIUM AUX PLT 4HOLE 1 CBL,Tritium,5.10E+14,-1,375,-375,19,-71,2022,10
683180,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,-2,70,-140,19,-27,2022,10
949069,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-200,TRITIUM X PLT 8 HOLE X 1 CABLE,Tritium,5.10E+14,1,405,405,19,77,2022,10
949069,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,16,52,832,19,158,2022,10
949069,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,10
949069,10/31/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,10
948386,10/31/22,23446901,DELRAY MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,200554954,4,67,267,19,51,2022,10
948386,10/31/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200554954,2,670,1340,19,255,2022,10
948386,10/31/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200554954,2,80,160,19,30,2022,10
948637,10/31/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200554955,8,67,534,19,101,2022,10
948637,10/31/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200554955,2,670,1340,19,255,2022,10
948637,10/31/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200554955,2,80,160,19,30,2022,10
948551,10/31/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,70-2001,HIGH TORQUE DRIVER,RibFix Adv,333616069,2,100,200,19,38,2022,10
948551,10/31/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,333616069,4,52,208,19,40,2022,10
948551,10/31/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,333616069,12,52,624,19,119,2022,10
948551,10/31/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,333616069,1,3620,3620,19,688,2022,10
949190,11/1/22,00006612,ALEX PAINO,73-1191,STERNALOCK PD BLADE,DI,0000000WKLYCP13SEP2022,2,0,0,19,0,2022,11
949191,11/1/22,00006612,ALEX PAINO,76-0007,TEMPORARY FIXATION SCREW,DI,0000WKLY11OCT2022ALEXP,1,0,0,19,0,2022,11
949478,11/1/22,23446901,DELRAY MEDICAL CENTER,111-ED-050,JEIL POWER DRIVER SINGLE USE,Tritium,200555139,1,179,179,19,34,2022,11
949478,11/1/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200555139,8,67,534,19,101,2022,11
949478,11/1/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200555139,2,1340,1340,19,255,2022,11
949478,11/1/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200555139,2,80,160,19,30,2022,11
949310,11/1/22,23446901,DELRAY MEDICAL CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,200555140,4,67,267,19,51,2022,11
949310,11/1/22,23446901,DELRAY MEDICAL CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,200555140,4,67,267,19,51,2022,11
949310,11/1/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200555140,2,1340,1340,19,255,2022,11
949310,11/1/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200555140,2,80,160,19,30,2022,11
949713,11/2/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,00000000000RESTOCK-JDW,3,0,0,19,0,2022,11
950064,11/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,70-2001,HIGH TORQUE DRIVER,RibFix Adv,333616271,2,100,200,19,38,2022,11
950064,11/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,333616271,12,52,624,19,119,2022,11
950064,11/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,SternaLock,3.34E+08,4,52,208,19,40,2022,11
950064,11/2/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,3.34E+08,1,3620,3620,19,688,2022,11
950156,11/3/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,000000000000RESTOCKJMM,1,0,0,19,0,2022,11
950155,11/3/22,00006612,ALEX PAINO,PDBP-001-2,TRITIUM POWERDRVR BATTRY,DI,00000000000RESTOCK-JDW,30,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,100.035.16,LOCKING SCREW 16MM GOLD,DI,0000000WKLY01NOV2022AP,6,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,100.035.18,LOCKING SCREW 18MM GREEN,DI,0000000WKLY01NOV2022AP,12,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,111-ED-050,JEIL POWER DRIVER SINGLE USE,DI,0000000WKLY01NOV2022AP,1,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,115.102.06,H PLATE 6 HOLES,DI,0000000WKLY01NOV2022AP,2,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,115.104.06,O PLATE 6 HOLES,DI,0000000WKLY01NOV2022AP,1,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,0000000WKLY01NOV2022AP,13,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,0,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,0,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,0,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,73-2418,SCRW 2.4X18MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,4,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,73-2622,PLATE 4 HOLE SQUARE,DI,0000000WKLY01NOV2022AP,1,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,73-2636,PLATE 4 HOLE WITH GAP,DI,0000000WKLY01NOV2022AP,2,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLY01NOV2022AP,24,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,86-27-16,TRITIUM SCR 2.7X16MM 1EA,DI,0000000WKLY01NOV2022AP,4,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLY01NOV2022AP,6,0,0,19,0,2022,11
950482,11/3/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLY01NOV2022AP,1,0,0,19,0,2022,11
950154,11/3/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLY01NOV2022BS,4,0,0,19,0,2022,11
950154,11/3/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,0000000WKLY01NOV2022BS,1,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,100.035.16,LOCKING SCREW 16MM GOLD,DI,0000000WKLY01NOV2022CP,12,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,100.035.18,LOCKING SCREW 18MM GREEN,DI,0000000WKLY01NOV2022CP,24,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,115.102.06,H PLATE 6 HOLES,DI,0000000WKLY01NOV2022CP,4,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,115.104.06,O PLATE 6 HOLES,DI,0000000WKLY01NOV2022CP,2,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022CP,0,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022CP,4,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,0000000WKLY01NOV2022CP,4,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,0000000WKLY01NOV2022CP,4,0,0,19,0,2022,11
950481,11/3/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,0000000WKLY01NOV2022CP,2,0,0,19,0,2022,11
950318,11/3/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,11
950318,11/3/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,11
950318,11/3/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,11
950794,11/4/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,0,0,0,19,0,2022,11
950794,11/4/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,0,0,0,19,0,2022,11
950794,11/4/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,8,0,0,19,0,2022,11
950793,11/4/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022CP,8,0,0,19,0,2022,11
950597,11/4/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,019-530,DISPPATCBL 2.0 6FT W 8PK,Single Use,619537,6,174,1044,19,198,2022,11
950736,11/4/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,70-2001,HIGH TORQUE DRIVER,RibFix Adv,3.34E+08,2,100,200,19,38,2022,11
950736,11/4/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,3.34E+08,12,52,624,19,119,2022,11
950736,11/4/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,3.34E+08,4,52,208,19,40,2022,11
950736,11/4/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,3.34E+08,1,3620,3620,19,688,2022,11
951150,11/7/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,00000000000RESTOCK-JDW,10,0,0,19,0,2022,11
951150,11/7/22,00006612,ALEX PAINO,74-0003,SL360 SINGLE X-PLATE IMPLANT,DI,00000000000RESTOCK-JDW,4,0,0,19,0,2022,11
951149,11/7/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,40,0,0,19,0,2022,11
951149,11/7/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,0000000WKLY01NOV2022AP,64,0,0,19,0,2022,11
950939,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.18,LOCKING SCREW 18MM GREEN,Jace,615836,18,59,1062,19,202,2022,11
950939,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.102.06,H PLATE 6 HOLES,Jace,615836,2,381,762,19,145,2022,11
950939,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.104.06,O PLATE 6 HOLES,Jace,615836,1,381,381,19,72,2022,11
950941,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,70-2001,HIGH TORQUE DRIVER,RibFix Adv,615994,1,105,105,19,20,2022,11
950941,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,615994,8,50,400,19,76,2022,11
950941,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,74-0003,SL360 SINGLE X-PLATE IMPLANT,SternaLock,615994,1,1411,1411,19,268,2022,11
950940,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.16,LOCKING SCREW 16MM GOLD,Jace,620672,6,59,354,19,67,2022,11
950940,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.18,LOCKING SCREW 18MM GREEN,Jace,620672,12,59,708,19,135,2022,11
950940,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.102.06,H PLATE 6 HOLES,Jace,620672,2,381,762,19,145,2022,11
950940,11/7/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.104.06,O PLATE 6 HOLES,Jace,620672,1,381,381,19,72,2022,11
950947,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,70-2001,HIGH TORQUE DRIVER,RibFix Adv,1166763,2,80,160,19,30,2022,11
950947,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,1166763,4,50,200,19,38,2022,11
950947,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,1166763,4,50,200,19,38,2022,11
950947,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,SternaLock,1166763,4,50,200,19,38,2022,11
950947,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,1166763,1,2600,2600,19,494,2022,11
950948,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,70-2001,HIGH TORQUE DRIVER,RibFix Adv,1166764,2,80,160,19,30,2022,11
950948,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,1166764,8,50,400,19,76,2022,11
950948,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,SternaLock,1.17E+06,4,50,200,19,38,2022,11
950948,11/7/22,01759101,BAPTIST HEALTH BOCA RATON,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,1166764,1,2600,2600,19,494,2022,11
951062,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,11
951062,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,11
951063,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,20,7,140,19,27,2022,11
951061,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,11
951061,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-30-10,TRITIUM EMG SCR 3.0X10MM 1EA,Tritium,5.10E+14,1,52,52,19,10,2022,11
951061,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,11
951061,11/7/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,11
951068,11/7/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,70-2001,HIGH TORQUE DRIVER,RibFix Adv,333616270,2,200,200,19,38,2022,11
951068,11/7/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,333616270,12,52,624,19,119,2022,11
951068,11/7/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,SternaLock,333616270,4,52,208,19,40,2022,11
951068,11/7/22,23622001,FLORIDA SERVICE CTR - PALM BEACH,74-0004,SL360 MULTI-IMPLANT SYSTEM,SternaLock,333616270,1,3620,3620,19,688,2022,11
951069,11/7/22,23635001,FLORIDA SERVICE CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,50215236,12,54,648,19,123,2022,11
951069,11/7/22,23635001,FLORIDA SERVICE CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,50215236,3,603,1809,19,344,2022,11
951069,11/7/22,23635001,FLORIDA SERVICE CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,50215236,2,70,140,19,27,2022,11
951070,11/7/22,23635001,FLORIDA SERVICE CENTER,70-2001,HIGH TORQUE DRIVER,RibFix Adv,50215672,2,100,200,19,38,2022,11
951070,11/7/22,23635001,FLORIDA SERVICE CENTER,73-1952,PLATE 8 HOLE STRAIGHT,SternaLock,50215672,1,571,571,19,108,2022,11
951070,11/7/22,23635001,FLORIDA SERVICE CENTER,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,SternaLock,50215672,7,52,364,19,69,2022,11
951071,11/7/22,23635001,FLORIDA SERVICE CENTER,70-2001,HIGH TORQUE DRIVER,RibFix Adv,50220735,1,100,100,19,19,2022,11
951071,11/7/22,23635001,FLORIDA SERVICE CENTER,76-2408,RIBFIX BLU SCR S/D-LK 2.4X8MM,RibFix ADV,50220735,3,166,498,19,95,2022,11
951071,11/7/22,23635001,FLORIDA SERVICE CENTER,76-2412,RIBFIX BLU SCR S/D-LK 2.4X12MM,RibFix ADV,50220735,2,166,332,19,63,2022,11
951071,11/7/22,23635001,FLORIDA SERVICE CENTER,76-2602,RIBFIX BLU 12 HOLE PREBENT PLT,RibFix ADV,50220735,1,1407,1407,19,267,2022,11
951316,11/8/22,00006612,ALEX PAINO,PDBP-001-2,TRITIUM POWERDRVR BATTRY,DI,00000000000RESTOCK-JDW,30,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,100.035.10,LOCKING SCREW 10MM MINT,DI,00000000000RESTOCK-JDW,18,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,100.035.12,LOCKING SCREW 12MM PURPLE,DI,00000000000RESTOCK-JDW,54,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,100.035.14,LOCKING SCREW 14MM BLUE,DI,00000000000RESTOCK-JDW,108,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,100.035.16,LOCKING SCREW 16MM GOLD,DI,00000000000RESTOCK-JDW,132,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,100.035.18,LOCKING SCREW 18MM GREEN,DI,00000000000RESTOCK-JDW,61,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,100.035.20,LOCKING SCREW 20MM MAGENTA,DI,00000000000RESTOCK-JDW,18,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,115.102.06,H PLATE 6 HOLES,DI,00000000000RESTOCK-JDW,12,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,115.104.06,O PLATE 6 HOLES,DI,00000000000RESTOCK-JDW,8,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,115.401.04,STRAIGHT PLATE 4 HOLES,DI,00000000000RESTOCK-JDW,12,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,315.010.30,SCREW CADDY WHITE,DI,00000000000RESTOCK-JDW,3,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,00000000000RESTOCK-JDW,20,0,0,19,0,2022,11
951625,11/8/22,00006612,ALEX PAINO,73-2636,PLATE 4 HOLE WITH GAP,DI,00000000000RESTOCK-JDW,6,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,100.035.16,LOCKING SCREW 16MM GOLD,DI,00000000WKLY8NOV2022AP,12,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,100.035.18,LOCKING SCREW 18MM GREEN,DI,00000000WKLY8NOV2022AP,24,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,115.102.06,H PLATE 6 HOLES,DI,00000000WKLY8NOV2022AP,4,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,115.104.06,O PLATE 6 HOLES,DI,00000000WKLY8NOV2022AP,2,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,73-2412,SCRW 2.4X12MM CANCELOUS LOCKNG,DI,00000000WKLY8NOV2022AP,32,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,73-2414,SCRW 2.4X14MM CANCELOUS LOCKNG,DI,00000000WKLY8NOV2022AP,50,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,73-2416,SCRW 2.4X16MM CANCELOUS LOCKNG,DI,00000000WKLY8NOV2022AP,10,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,86-27-12,TRITIUM SCR 2.7X12MM 1EA,DI,00000000WKLY8NOV2022AP,16,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,86-27-14,TRITIUM SCR 2.7X14MM 1EA,DI,00000000WKLY8NOV2022AP,8,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,86-27-16,TRITIUM SCR 2.7X16MM 1EA,DI,00000000WKLY8NOV2022AP,12,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,86-30-10,TRITIUM EMG SCR 3.0X10MM 1EA,DI,00000000WKLY8NOV2022AP,1,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,DI,00000000WKLY8NOV2022AP,8,0,0,19,0,2022,11
951624,11/8/22,00006612,ALEX PAINO,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,DI,00000000WKLY8NOV2022AP,2,0,0,19,0,2022,11
951559,11/8/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,8,52,416,19,79,2022,11
951559,11/8/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,2,435,870,19,165,2022,11
951559,11/8/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,11
951560,11/8/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,5.10E+14,4,52,208,19,40,2022,11
951560,11/8/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,86-400,TRITIUM BOX PLT 4-HOLE 1 CBL,Tritium,5.10E+14,1,435,435,19,83,2022,11
951560,11/8/22,23376001,TRINITY HEALTH EAST - HOLY CROSS,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,5.10E+14,2,70,140,19,27,2022,11
951563,11/8/22,23446901,DELRAY MEDICAL CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,200555708,2,1340,1340,19,255,2022,11
951563,11/8/22,23446901,DELRAY MEDICAL CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,200555708,2,80,160,19,30,2022,11
951567,11/8/22,23635001,FLORIDA SERVICE CENTER,86-27-14,TRITIUM SCR 2.7X14MM 1EA,Tritium,50221158,8,54,432,19,82,2022,11
951567,11/8/22,23635001,FLORIDA SERVICE CENTER,86-27-16,TRITIUM SCR 2.7X16MM 1EA,Tritium,50221158,4,54,216,19,41,2022,11
951567,11/8/22,23635001,FLORIDA SERVICE CENTER,86-350-S,TRITIUM 4HOLE DBL 2X CBL PLATE,Tritium,50221158,3,1206,1809,19,344,2022,11
951567,11/8/22,23635001,FLORIDA SERVICE CENTER,PDBP-001-2,TRITIUM POWERDRVR BATTRY,Tritium,50221158,2,70,140,19,27,2022,11
951877,11/9/22,00006612,ALEX PAINO,70-2001,HIGH TORQUE DRIVER,DI,00000000000RESTOCK-JDW,4,0,0,19,0,2022,11
952151,11/9/22,00006612,ALEX PAINO,74-0004,SL360 MULTI-IMPLANT SYSTEM,DI,00000000000RESTOCK-JDW,4,0,0,19,0,2022,11
952152,11/9/22,00006612,ALEX PAINO,73-1191,STERNALOCK PD BLADE,DI,00000000000RESTOCK-JDW,0,0,0,19,0,2022,11
951903,11/9/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.16,LOCKING SCREW 16MM GOLD,Jace,620671,12,59,708,19,135,2022,11
951903,11/9/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.18,LOCKING SCREW 18MM GREEN,Jace,620671,6,59,354,19,67,2022,11
951903,11/9/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.102.06,H PLATE 6 HOLES,Jace,620671,2,381,762,19,145,2022,11
951903,11/9/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,115.104.06,O PLATE 6 HOLES,Jace,620671,1,381,381,19,72,2022,11
951904,11/9/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.16,LOCKING SCREW 16MM GOLD,Jace,620673,6,59,354,19,67,2022,11
951904,11/9/22,01030220,HCA - LAWNWOOD REGIONAL MEDICAL,100.035.18,LOCKING SCREW 18MM GREEN,Jace,620673,12,59,708,19,135,2022,11
